epoch,train,val,test
1,0.022676,0.012551,0.012404
2,0.012059,0.012096,0.012003
3,0.011581,0.011118,0.010988
4,0.011243,0.010850,0.010730
5,0.011182,0.010636,0.010501
6,0.011000,0.010561,0.010454
7,0.010993,0.010177,0.010071
8,0.010686,0.010365,0.010202
9,0.010590,0.010144,0.010072
10,0.010398,0.010151,0.010084
11,0.010225,0.010221,0.010119
12,0.010033,0.010074,0.010044
13,0.009981,0.009339,0.009285
14,0.009765,0.009929,0.009824
15,0.009748,0.009329,0.009267
16,0.009595,0.009019,0.008915
17,0.009502,0.009270,0.009226
18,0.009380,0.010016,0.009888
19,0.009326,0.010142,0.010215
20,0.009364,0.008827,0.008762
21,0.009065,0.009070,0.008938
22,0.009099,0.008653,0.008569
23,0.008952,0.008698,0.008643
24,0.008870,0.008713,0.008646
25,0.008854,0.008499,0.008429
26,0.008821,0.008401,0.008355
27,0.008700,0.008641,0.008589
28,0.008618,0.008429,0.008370
29,0.008705,0.008575,0.008529
30,0.008612,0.008958,0.008935
31,0.008548,0.008610,0.008567
32,0.008508,0.008244,0.008168
33,0.008444,0.008587,0.008565
34,0.008475,0.008523,0.008487
35,0.008402,0.008886,0.008810
36,0.008392,0.008331,0.008311
37,0.008387,0.008405,0.008394
38,0.008305,0.008004,0.007942
39,0.008276,0.008066,0.008054
40,0.008254,0.009192,0.009186
41,0.008225,0.008114,0.008120
42,0.008136,0.007907,0.007855
43,0.008184,0.007795,0.007729
44,0.008159,0.008127,0.008071
45,0.008110,0.008006,0.007963
46,0.008097,0.007883,0.007794
47,0.008020,0.008038,0.007987
48,0.008069,0.007777,0.007747
49,0.007957,0.008198,0.008151
50,0.008015,0.008008,0.008011
51,0.008017,0.008570,0.008549
52,0.008023,0.008130,0.008107
53,0.008003,0.009079,0.009033
54,0.007949,0.007875,0.007828
55,0.007917,0.007817,0.007761
56,0.007898,0.008894,0.008882
57,0.007906,0.008173,0.008117
58,0.007894,0.007999,0.007976
59,0.007861,0.007865,0.007767
60,0.007828,0.007617,0.007574
61,0.007796,0.007563,0.007480
62,0.007799,0.007839,0.007800
63,0.007775,0.007842,0.007811
64,0.007720,0.007892,0.007849
65,0.007700,0.007466,0.007388
66,0.007697,0.008417,0.008286
67,0.007728,0.008547,0.008463
68,0.007651,0.007575,0.007537
69,0.007653,0.007702,0.007652
70,0.007650,0.007560,0.007483
71,0.007627,0.007423,0.007403
72,0.007607,0.007934,0.007945
73,0.007576,0.007482,0.007409
74,0.007533,0.007367,0.007298
75,0.007563,0.008000,0.007919
76,0.007568,0.007329,0.007268
77,0.007509,0.007857,0.007882
78,0.007492,0.007377,0.007330
79,0.007510,0.007283,0.007217
80,0.007470,0.007447,0.007395
81,0.007491,0.007266,0.007243
82,0.007472,0.007113,0.007074
83,0.007464,0.007777,0.007726
84,0.007468,0.007324,0.007276
85,0.007435,0.007168,0.007140
86,0.007413,0.007259,0.007236
87,0.007407,0.007640,0.007627
88,0.007438,0.007312,0.007230
89,0.007381,0.007691,0.007713
90,0.007365,0.007451,0.007430
91,0.007344,0.007735,0.007750
92,0.007360,0.007168,0.007119
93,0.007348,0.007298,0.007216
94,0.007324,0.007765,0.007754
95,0.007304,0.007524,0.007527
96,0.007313,0.007092,0.007066
97,0.007285,0.007179,0.007146
98,0.007304,0.007289,0.007296
99,0.007258,0.007038,0.006982
100,0.007259,0.006989,0.006970
101,0.007259,0.007466,0.007490
102,0.007228,0.007197,0.007150
103,0.007234,0.007454,0.007410
104,0.007242,0.007807,0.007845
105,0.007211,0.007324,0.007267
106,0.007199,0.007242,0.007220
107,0.007210,0.007119,0.007072
108,0.007183,0.007348,0.007294
109,0.007168,0.007254,0.007286
110,0.007189,0.007210,0.007203
111,0.007159,0.007093,0.007049
112,0.007153,0.006966,0.006931
113,0.007137,0.006940,0.006916
114,0.007137,0.007033,0.007033
115,0.007157,0.007155,0.007114
116,0.007122,0.007309,0.007332
117,0.007108,0.006844,0.006825
118,0.007107,0.007060,0.007035
119,0.007100,0.007109,0.007099
120,0.007075,0.006827,0.006817
