epoch,train,val,test
1,0.019855,0.016577,0.016499
2,0.015705,0.015731,0.015682
3,0.014466,0.013792,0.013742
4,0.013582,0.013081,0.012989
5,0.012629,0.011708,0.011635
6,0.011852,0.011391,0.011414
7,0.011286,0.010986,0.010988
8,0.011049,0.010471,0.010468
9,0.010837,0.010624,0.010636
10,0.010693,0.011011,0.010995
11,0.010494,0.009999,0.009896
12,0.010329,0.009964,0.009923
13,0.010153,0.010334,0.010272
14,0.010106,0.009575,0.009547
15,0.009907,0.010434,0.010402
16,0.009822,0.009286,0.009228
17,0.009954,0.009903,0.009834
18,0.009796,0.009399,0.009380
19,0.009764,0.009901,0.009807
20,0.009575,0.009087,0.009050
21,0.009482,0.009422,0.009349
22,0.009506,0.009748,0.009615
23,0.009361,0.008937,0.008880
24,0.010053,0.009912,0.009830
25,0.009810,0.009473,0.009381
26,0.009551,0.009640,0.009583
27,0.009363,0.009335,0.009266
28,0.009298,0.009108,0.009012
29,0.009117,0.008900,0.008833
30,0.009052,0.009553,0.009422
31,0.008969,0.008775,0.008686
32,0.009656,0.009175,0.009046
33,0.009065,0.008911,0.008862
34,0.008898,0.008942,0.008863
35,0.008818,0.008689,0.008687
36,0.009067,0.009432,0.009299
37,0.008830,0.008587,0.008551
38,0.008690,0.009010,0.008949
39,0.008768,0.008591,0.008541
40,0.008908,0.008381,0.008365
41,0.008664,0.008451,0.008400
42,0.008637,0.009185,0.009165
43,0.008557,0.008501,0.008464
44,0.008746,0.008444,0.008379
45,0.008492,0.009316,0.009227
46,0.008531,0.008357,0.008316
47,0.008481,0.008755,0.008759
48,0.008468,0.008223,0.008186
49,0.008427,0.008622,0.008542
50,0.008434,0.008574,0.008502
51,0.008529,0.008425,0.008393
52,0.008872,0.008790,0.008711
53,0.008582,0.008569,0.008474
54,0.008492,0.008324,0.008237
55,0.008434,0.008983,0.008903
56,0.008460,0.008069,0.008044
57,0.008361,0.009262,0.009236
58,0.008319,0.009236,0.009178
59,0.008371,0.008439,0.008349
60,0.008309,0.008592,0.008530
61,0.008282,0.008343,0.008239
62,0.008292,0.008688,0.008613
63,0.008257,0.008405,0.008371
64,0.008252,0.007971,0.007955
65,0.008219,0.008016,0.007976
66,0.008236,0.007984,0.007911
67,0.008197,0.007988,0.007871
68,0.008080,0.007996,0.007957
69,0.008069,0.008090,0.007987
70,0.008048,0.009426,0.009325
71,0.008031,0.008212,0.008124
72,0.008011,0.008331,0.008304
73,0.008058,0.007681,0.007614
74,0.007973,0.007843,0.007718
75,0.007965,0.007843,0.007772
76,0.007956,0.007701,0.007573
77,0.007976,0.007622,0.007532
78,0.007900,0.008808,0.008757
79,0.007921,0.007824,0.007758
80,0.007879,0.008092,0.007949
81,0.007921,0.007871,0.007770
82,0.007867,0.008244,0.008159
83,0.008059,0.007761,0.007674
84,0.007913,0.007812,0.007731
85,0.007811,0.007670,0.007557
86,0.007790,0.007563,0.007447
87,0.008367,0.008096,0.008045
88,0.007859,0.007814,0.007667
89,0.007745,0.008256,0.008284
90,0.007757,0.007561,0.007477
91,0.007699,0.007802,0.007713
92,0.007724,0.007633,0.007537
93,0.007992,0.007831,0.007738
94,0.007707,0.007703,0.007593
95,0.007712,0.007648,0.007570
96,0.007681,0.008748,0.008629
97,0.007640,0.007548,0.007452
98,0.007683,0.007635,0.007514
99,0.007637,0.007829,0.007760
100,0.007639,0.007436,0.007332
