epoch,train,val,test
1,0.020758,0.017022,0.016854
2,0.016281,0.014884,0.014830
3,0.015422,0.014831,0.014842
4,0.014874,0.013747,0.013776
5,0.014257,0.013179,0.013166
6,0.013803,0.013720,0.013738
7,0.013385,0.013176,0.013098
8,0.013103,0.012766,0.012695
9,0.012788,0.012681,0.012605
10,0.012597,0.012140,0.012064
11,0.012278,0.012270,0.012174
12,0.012235,0.011921,0.011852
13,0.011876,0.013021,0.013020
14,0.011768,0.011446,0.011381
15,0.011611,0.011394,0.011297
16,0.011527,0.011783,0.011663
17,0.011361,0.010691,0.010598
18,0.011178,0.010860,0.010740
19,0.011182,0.011110,0.011072
20,0.011045,0.010650,0.010581
21,0.010931,0.011006,0.010880
22,0.010806,0.010388,0.010373
23,0.010720,0.011522,0.011449
24,0.010700,0.010222,0.010149
25,0.010703,0.010304,0.010289
26,0.010949,0.010858,0.010767
27,0.010994,0.011069,0.010988
28,0.010730,0.010268,0.010149
29,0.010588,0.011625,0.011537
30,0.010469,0.011228,0.011141
31,0.010416,0.011041,0.010986
32,0.010363,0.010682,0.010555
33,0.010324,0.010246,0.010176
34,0.010204,0.010270,0.010222
35,0.010060,0.009778,0.009716
36,0.009998,0.010168,0.010107
37,0.010014,0.010377,0.010333
38,0.009887,0.009392,0.009344
39,0.009929,0.010654,0.010578
40,0.009806,0.009980,0.009893
41,0.009708,0.010220,0.010146
42,0.009723,0.010729,0.010659
43,0.009613,0.009806,0.009760
44,0.009574,0.009457,0.009386
45,0.009554,0.010497,0.010439
46,0.009599,0.009151,0.009074
47,0.009398,0.009114,0.008973
48,0.009514,0.010012,0.009954
49,0.009408,0.010439,0.010280
50,0.009269,0.010209,0.010180
51,0.009496,0.010511,0.010354
52,0.009405,0.009575,0.009529
53,0.009386,0.008937,0.008816
54,0.009333,0.009628,0.009585
55,0.009261,0.010397,0.010372
56,0.009232,0.009119,0.009033
57,0.009203,0.010691,0.010613
58,0.009144,0.008684,0.008555
59,0.009123,0.009072,0.009019
60,0.009033,0.009086,0.008967
61,0.009021,0.009308,0.009210
62,0.008998,0.009059,0.008952
63,0.008934,0.008545,0.008418
64,0.008916,0.008875,0.008731
65,0.008884,0.008824,0.008726
66,0.008867,0.008831,0.008707
67,0.008861,0.009166,0.009030
68,0.008840,0.008453,0.008329
69,0.008816,0.009233,0.009107
70,0.008778,0.008771,0.008703
71,0.008727,0.008766,0.008662
72,0.008710,0.009011,0.008917
73,0.008727,0.009582,0.009430
74,0.008719,0.008670,0.008535
75,0.008624,0.008502,0.008421
76,0.008630,0.008494,0.008420
77,0.008606,0.008717,0.008555
78,0.008588,0.008297,0.008186
79,0.008518,0.008306,0.008232
80,0.008542,0.008715,0.008605
81,0.008518,0.008781,0.008657
82,0.008462,0.008766,0.008638
83,0.008486,0.008255,0.008103
84,0.008461,0.008274,0.008210
85,0.008441,0.008252,0.008148
86,0.008444,0.008251,0.008145
87,0.008425,0.008440,0.008287
88,0.008407,0.008602,0.008573
89,0.008351,0.008534,0.008439
90,0.008346,0.008742,0.008686
91,0.008351,0.008861,0.008723
92,0.008361,0.009502,0.009439
93,0.008361,0.010218,0.010180
94,0.008303,0.008037,0.007941
95,0.008281,0.008616,0.008500
96,0.008275,0.008316,0.008260
97,0.008239,0.007978,0.007898
98,0.008278,0.008250,0.008202
99,0.008269,0.008382,0.008283
100,0.008171,0.008390,0.008284
