epoch,train,val,test
1,0.592505,0.294461,0.293699
2,0.287370,0.273597,0.273819
3,0.271121,0.258377,0.259417
4,0.259242,0.250881,0.252133
5,0.254201,0.248703,0.249377
6,0.241740,0.231490,0.232392
7,0.230682,0.220669,0.221407
8,0.220275,0.213086,0.214012
9,0.216207,0.228963,0.230330
10,0.213869,0.216919,0.218067
11,0.209940,0.207561,0.207854
12,0.205592,0.211216,0.211888
13,0.206147,0.198027,0.198228
14,0.203195,0.199702,0.199934
15,0.201512,0.204832,0.205436
16,0.201298,0.198627,0.198503
17,0.198827,0.203080,0.204045
18,0.198968,0.191426,0.190714
19,0.196819,0.195241,0.195262
20,0.195676,0.193999,0.193667
21,0.194149,0.200886,0.200205
22,0.192882,0.187982,0.186584
23,0.191676,0.186688,0.185696
24,0.191806,0.185793,0.185313
25,0.188177,0.185677,0.184448
26,0.188228,0.181814,0.180803
27,0.187345,0.187051,0.186382
28,0.186609,0.201899,0.200169
29,0.186681,0.203226,0.201608
30,0.185651,0.179254,0.178545
31,0.184177,0.191901,0.190654
32,0.183517,0.190909,0.190845
33,0.181015,0.175588,0.174254
34,0.183430,0.175002,0.173971
35,0.180322,0.178470,0.178191
36,0.179627,0.179095,0.177634
37,0.177418,0.176012,0.175360
38,0.178169,0.179507,0.179689
39,0.176439,0.175039,0.173855
40,0.176696,0.187519,0.186037
41,0.174966,0.173520,0.173195
42,0.175524,0.171990,0.171586
43,0.173746,0.173711,0.172992
44,0.173965,0.168601,0.167948
45,0.171995,0.179694,0.179675
46,0.173028,0.167429,0.167093
47,0.172342,0.167066,0.165928
48,0.171158,0.176737,0.175505
49,0.170215,0.202892,0.203441
50,0.169621,0.178015,0.177484
51,0.171824,0.167247,0.166558
52,0.171199,0.165021,0.164752
53,0.170794,0.163554,0.163574
54,0.169550,0.165752,0.164930
55,0.168629,0.163616,0.164026
56,0.167865,0.169995,0.170590
57,0.167572,0.165039,0.164134
58,0.167552,0.164610,0.163254
59,0.165740,0.160390,0.160343
60,0.164947,0.156467,0.156143
61,0.164791,0.161389,0.161092
62,0.163278,0.157325,0.157497
63,0.163361,0.168197,0.167411
64,0.163283,0.156177,0.155417
65,0.162292,0.160055,0.159142
66,0.162154,0.155849,0.155610
67,0.161307,0.158382,0.157994
68,0.160326,0.155543,0.155423
69,0.159981,0.171193,0.170317
70,0.159057,0.156579,0.157402
71,0.158630,0.151052,0.151093
72,0.158103,0.164375,0.163396
73,0.156974,0.151235,0.150026
74,0.157008,0.150759,0.150869
75,0.156049,0.168862,0.168920
76,0.155404,0.150047,0.149524
77,0.155393,0.170562,0.169489
78,0.154638,0.149111,0.148431
79,0.153885,0.148913,0.148577
80,0.154102,0.174369,0.175454
81,0.154137,0.149693,0.148954
82,0.151511,0.149926,0.149572
83,0.152406,0.146692,0.146367
84,0.150892,0.146436,0.145876
85,0.151152,0.149782,0.149177
86,0.150707,0.158977,0.157587
87,0.150486,0.148709,0.148371
88,0.149522,0.157713,0.158122
89,0.148843,0.150320,0.149476
90,0.148164,0.144768,0.144435
91,0.148428,0.152276,0.152634
92,0.147772,0.205703,0.205904
93,0.147785,0.149567,0.149382
94,0.147417,0.140112,0.139989
95,0.146695,0.154516,0.152999
96,0.145892,0.143749,0.142965
97,0.146808,0.177504,0.175902
98,0.145962,0.140183,0.139296
99,0.145764,0.139931,0.139273
100,0.145413,0.141564,0.140443
